,title,description,image
110,The Next Karate Kid,Mr. Miyagi is back and he takes a new pupil under his wing: a troubled adolescent girl.,https://m.media-amazon.com/images/M/MV5BYzQwOTVkZmQtMDMwNS00ZTQzLTlkODUtOWI0NDZkMjYxNWUwXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
119,Turbo,A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,https://m.media-amazon.com/images/M/MV5BMTA4NTgwMjM5MzheQTJeQWpwZ15BbWU3MDg2ODA1ODk@.jpg
120,Bull Durham,A fan who has an affair with one minor-league baseball player each season meets an up-and-coming pitcher and the experienced catcher assigned to him.,https://m.media-amazon.com/images/M/MV5BMzMxMDEzMWUtZDk3NS00MWRiLWJjOGMtN2Q0ZjVhZjU3ODhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
122,Blue Crush,"As a hard-core surfer girl prepares for a big competition, she finds herself falling for a football player.",https://m.media-amazon.com/images/M/MV5BYzYwZDQwNmEtMDIyNy00NjkzLWJjYTctNTYwNjI2MTBhMzEzXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
123,Death Race 2000,"In a dystopian future, a cross country automobile race requires contestants to run down innocent pedestrians to gain points that are tallied based on each kill's brutality.",https://m.media-amazon.com/images/M/MV5BMTRhMjM1YWItMzI4Zi00MDVkLTk0YjgtNWRjZThjM2I3MDE0XkEyXkFqcGdeQXVyNTI4MjkwNjA@.jpg
125,Battle of the Sexes,The true story of the 1973 tennis match between World number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.,https://m.media-amazon.com/images/M/MV5BZTljYmU2NTMtODhhNC00NjlhLWJhZTUtNDllODYyYWM4ZjA5XkEyXkFqcGdeQXVyNjM0ODk5NDY@.jpg
126,Soul Surfer,Teenage surfer Bethany Hamilton overcomes the odds and her own fears of returning to the water after losing her left arm in a shark attack.,https://m.media-amazon.com/images/M/MV5BMTU2MDg0OTYyM15BMl5BanBnXkFtZTcwMjg5MjY0NA@@.jpg
127,The Novice,"A college freshman joins her university's rowing team and undertakes an obsessive physical and psychological journey to make it to the top varsity boat, no matter the cost.",https://m.media-amazon.com/images/M/MV5BNWNhMTg0MzAtNmNkNC00NjU2LTgwYTAtMTllNTQ1MDU5NjNjXkEyXkFqcGdeQXVyMTE1MzI2NzIz.jpg
129,Spy Kids 4: All the Time in the World,"A retired spy is called back into action, and to bond with her new step-children, she invites them along for the adventure to stop the evil Timekeeper from taking over the world.",https://m.media-amazon.com/images/M/MV5BMjE1NTEwNzM5MV5BMl5BanBnXkFtZTcwNTA5Njc0NQ@@.jpg
130,Kickboxer,Kurt Sloane must learn the ancient kick boxing art of Muay Thai in order to avenge his brother.,https://m.media-amazon.com/images/M/MV5BZGYzZDQ2ZWItNjE4ZS00ZTgzLTk3ZjctZjAwZDUyM2I4Nzg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@.jpg
