,title,description,image
82,Lincoln,"As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.",https://m.media-amazon.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@.jpg
84,Enemy at the Gates,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,https://m.media-amazon.com/images/M/MV5BYWFlY2E3ODQtZWNiNi00ZGU4LTkzNWEtZTQ2ZTViMWRhYjIzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg
86,The Sum of All Fears,"CIA analyst Jack Ryan must stop the plans of a Neo-Nazi faction that threatens to induce a catastrophic conflict between the United States and Russia's President by detonating a nuclear weapon at a football game in Baltimore, Maryland.",https://m.media-amazon.com/images/M/MV5BZmFiZDkyYWQtMGNkZi00YmZkLThjNzAtY2U1YTVmYmNlNThmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
87,Spartacus,"The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.",https://m.media-amazon.com/images/M/MV5BZWQ4MjA2YzEtOTQzYi00NWQ1LWI0ZDEtN2VkZjhmYTc3MzU0XkEyXkFqcGdeQXVyNDIzMzcwNjc@.jpg
89,Overlord,A small group of American soldiers find horror behind enemy lines on the eve of D-Day.,https://m.media-amazon.com/images/M/MV5BYTUzYmJlNDgtMzM2ZS00N2ZkLWJjY2ItNzM0ZmVjMWU5OTA3XkEyXkFqcGdeQXVyMjQwMDg0Ng@@.jpg
90,The Bridge on the River Kwai,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",https://m.media-amazon.com/images/M/MV5BOGY5NmNlMmQtYzRlYy00NGQ5LWFkYjYtNzExZmQyMTg0ZDA0XkEyXkFqcGdeQXVyNDIzMzcwNjc@.jpg
92,Green Street Hooligans,"A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism.",https://m.media-amazon.com/images/M/MV5BMjExNTg3NzYwMV5BMl5BanBnXkFtZTcwMzcxMTEzMQ@@.jpg
93,Paths of Glory,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",https://m.media-amazon.com/images/M/MV5BOTI5Nzc0OTMtYzBkMS00NjkxLThmM2UtNjM2ODgxN2M5NjNkXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@.jpg
95,Without Remorse,"An elite Navy SEAL, goes on a path to avenge his wife's murder only to find himself inside of a larger conspiracy.",https://m.media-amazon.com/images/M/MV5BNzcwYTUxYzctYTQ5My00YzY5LTk3YzItOTliMzRiOTZlMGI3XkEyXkFqcGdeQXVyMTEyMjM2NDc2.jpg
96,Ghosts of War,Five American soldiers assigned to hold a French Chateau near the end of World War II. This unexpected respite quickly descends into madness when they encounter a supernatural enemy more terrifying than anything seen on the battlefield.,https://m.media-amazon.com/images/M/MV5BMjAzYWVmN2QtOWM0Yi00ZTJiLWFkNzItOThmYTkxYzUzYTQyXkEyXkFqcGdeQXVyMzQwMTY2Nzk@.jpg
98,Valkyrie,"A dramatization of the July 20, 1944 assassination and political coup plot by desperate renegade German Army officers against Adolf Hitler during World War II.",https://m.media-amazon.com/images/M/MV5BMTg3Njc2ODEyN15BMl5BanBnXkFtZTcwNTAwMzc3NA@@.jpg
99,Tristan + Isolde,"An affair between the second in line to Britain's throne and the princess of the feuding Irish, spells doom for the young lovers.",https://m.media-amazon.com/images/M/MV5BMTRiZmY5ODMtNzI4Ny00YTE3LTgyYTgtZGE5MDZhZjAyMTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
100,Stripes,Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.,https://m.media-amazon.com/images/M/MV5BYTFiM2U0MjktNjUyMy00YzdhLWE0ZmUtNDUxNTA0MjhjZjBlXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg
