,title,description,image
75,Bombshell,A group of women take on Fox News head Roger Ailes and the toxic atmosphere he presided over at the network.,https://m.media-amazon.com/images/M/MV5BZjlhOWE3YjktY2MzOC00ZmQ1LWIwNjgtZmVhZmFjZGExMzgyXkEyXkFqcGdeQXVyMDA4NzMyOA@@.jpg
77,War Dogs,"Loosely based on the true story of two young men, David Packouz and Efraim Diveroli, who won a three hundred million dollar contract from the Pentagon to arm America's allies in Afghanistan.",https://m.media-amazon.com/images/M/MV5BMjEyNzQ0NzM4MV5BMl5BanBnXkFtZTgwMDI0ODM2OTE@.jpg
79,"Extremely Wicked, Shockingly Evil and Vile","A chronicle of the crimes of Ted Bundy from the perspective of Liz, his longtime girlfriend, who refused to believe the truth about him for years.",https://m.media-amazon.com/images/M/MV5BMjM4ZjY5ZmQtNjUwYi00Yzk2LWIwNmMtYTg1NmU0MWExZTMzXkEyXkFqcGdeQXVyMTg2MDEyMzM@.jpg
80,Dallas Buyers Club,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",https://m.media-amazon.com/images/M/MV5BMTYwMTA4MzgyNF5BMl5BanBnXkFtZTgwMjEyMjE0MDE@.jpg
81,Darkest Hour,"In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean the end of the British Empire.",https://m.media-amazon.com/images/M/MV5BNTU4MjMwOTgyMV5BMl5BanBnXkFtZTgwODQzNjY2NDM@.jpg
82,Lady Jane,"The story of Lady Jane Grey, who was Queen of England for only nine days.",https://m.media-amazon.com/images/M/MV5BZWE4OGM1NjAtNGU4ZC00ZTYyLWJkZDktNjFhYThlYjFhMTI3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg
85,The King's Speech,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",https://m.media-amazon.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@.jpg
88,"tick, tick... BOOM!","On the cusp of his 30th birthday, a promising young theater composer navigates love, friendship and the pressures of life as an artist in New York City.",https://m.media-amazon.com/images/M/MV5BZmMyMmE0M2UtN2E2MC00YzVmLTkwODgtOTVhYjVlOTBhY2RjXkEyXkFqcGdeQXVyODk4OTc3MTY@.jpg
89,Belle,"The biracial daughter, Dido Elizabeth Belle (Gugu Mbatha-Raw), of Royal Navy Captain Sir John Lindsay (Matthew Goode) is raised by aristocratic Great-uncle Lord William Murray, 1st Earl of Mansfield (Tom Wilkinson) in 18th century England.",https://m.media-amazon.com/images/M/MV5BNzg5MjE5NjE4OV5BMl5BanBnXkFtZTgwNTU0ODM0MDE@.jpg
90,Napoleon,"The film is an original and personal look at Napoleon Bonaparte's origins and his swift, ruthless climb to emperor, viewed through the prism of his addictive and often volatile relationship with his wife and one true love, Josephine.",https://m.media-amazon.com/images/M/MV5BYWU0YWEyOWUtOWYxYi00NDNiLWFmMmUtZGE0ZWYwMTcwZDNlXkEyXkFqcGdeQXVyMzk3NjgwNjI@.jpg
